comments,predicted_aspects
i checked this spot out for the first time on new years eve because 1 i didnt want to wait in any lines 2 this place looked like a good spot to grab some cheap drinks and 3 the ladies we were with couldnt wait any longer and were feeling neglected nmission accomplished nnwe stepped right in and commenced with the first of many rounds of 7 patron shots the bartenders were cool and attentive the crowd was a little older but definitely fun that night definitely will be back,"[{'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġshots Ġthe', 'polarity': 'neu'}, {'term': 'enders Ġwere', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}]"
we started at the gilbert location when they first opened and loved it then we found out that the chandler location opened and since then we frequent this place opening we have a group of us that are regulars on wed or thurs evening we will say that the food is plentiful and good always have leftovers to take home the chips and salsa is great and their margaritas are fantastic n i do want to comment on the service they are all so very nice we especially like mark zanethey are fantastic if you go there stop by and tell them hello and youve made a friend for life seriously they are so friendly and when you return they will remember you thank you mark zanetom and i will continue to restaurant frequent this because of people like yousee ya next thursday,"[{'term': 'and ler Ġlocation', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'pos'}, {'term': 'ar itas Ġare', 'polarity': 'pos'}, {'term': 'Ġthey', 'polarity': 'pos'}]"
had never eaten here before and i have a list full of food allergies and i was getting some chicken and rice for my dog i had a lot of questions and the two employees behind the counter answered all of my questions confidently and were kind as well as patient we got home to find out how delicious everything was definitely will be seeing more of me here,"[{'term': 'Ġallergies', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġfor', 'polarity': 'neu'}, {'term': 'Ġbehind', 'polarity': 'neu'}, {'term': 'Ġanswered', 'polarity': 'neu'}]"
ive been here twice and both times have been an absolute pleasure nnthe first time they took my car in and checked my brakes and rotors because i complained of a grinding noise and told me everything that was wrong and even though i did not have them service my vehicle there was no charge for the inspection nnthe second time i had a coolant leak and after some checking they determined they were unable to pressure test my radiator due to not having a compatible connector for my car and referred me to a shop next door mary assured me the other shop was trustworthy and i did not doubt her for a second nnall of these positive experiences and they have not even serviced my car yet but for any issues in the future i will always go to this place first,[]
service was excellent price is very affordable i ordered the fetuccini alfredo and i gotta say its one of the tastiest ive tried i wouldve gave this place 5 stars if the steaks my friends ordered wasnt so over cooked and dry so i suggest if you want your steak mediumwell just get medium if you want it medium then get mediumrare and so on,"[{'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'neu'}, {'term': 'ucc ini Ġal fred o Ġand', 'polarity': 'pos'}, {'term': 'aks Ġmy', 'polarity': 'neu'}, {'term': 'Ġmedium', 'polarity': 'neu'}]"
first offim not a big asian food fan as i have seafood allergies but this place makes it simple to accomodate and the staff is knowledgeable and helpful this is the second time ive been to ycs when visiting the phoenix area and i highliy recommend it due to the fresh ingredients and cleanliness of the restaurant and super fiiendly staff you pilecram your bowl full by selecting exactly what you like with choices of proteins and veggies and they grill it all up for you the staff can help you select a sauce mix to your liking accounting for your allergies and preferences the lunchdinner deal is great in that it includes unlimited soup rice and sodas so you wont go away hungry,"[{'term': 'Ġis', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġcan', 'polarity': 'neu'}, {'term': 'Ġmix Ġto', 'polarity': 'neu'}, {'term': 'd inner Ġdeal', 'polarity': 'neu'}, {'term': 'Ġrice Ġand', 'polarity': 'pos'}, {'term': 'as Ġso', 'polarity': 'pos'}]"
i came in with a cracked screen and they were able to replace my screen buff out my dented phone whoops in 10 min so fast thank you,[]
the jerk chicken was pretty for this not be resturant dedicated to jamacian cusine i would order again also the drink i had was very tasty and smoothnnmy waitress was great they comped our drinks for keeping us waiting and i didnt feel like we were waiting long at all so i felt much obliged to compensate her with a tip she had a nice personality and made my friend feel at home for her 23 birthday with a nice ice cream concoctionnni will definitely be visiting again i want to try more of their food gems and explore the drink menu,"[{'term': 'Ġchicken Ġwas', 'polarity': 'neu'}, {'term': 'Ġi', 'polarity': 'neu'}, {'term': 'Ġcream Ġconco ction n', 'polarity': 'pos'}, {'term': 'Ġgems', 'polarity': 'neu'}, {'term': 'Ġmenu', 'polarity': 'neu'}]"
after starting the night right at the nearby chandelier bar we decided to meet a couple of our other friends at bar moderno for some more drinking actionnof course we all know by now that the aria is one of the best smelling hotels on the strip mmmmm vanilla and they have a great air system what cigarette smell the bar itself was not that busy a couple of people were seated at the bar and the lounge area was almost completely open which was amazing for us since there was going to be six in our party we spotted the most comfortable looking couchlounge chair and sat down immediately looking around i was thinking to myself this bar is pretty swanky a large grand piano was sitting off to the side soft mood lighting and dark furniture think browns violets and black tonesnnour server came by to take our drink orders but we were waiting on our friends to come down from their room plus it gave us a little more time to look over their drink menu nnhalf hour later we were all counted for and ready to order some drinks i didnt feel like having vodka or wine this visit i was more on my girly drink mode for some reason so i asked our server what she would suggest to order i told her i would like something sweet but not to overly disgustingly sweet she laughed and told me that the rio 43 was the best choice if i could remember what was in it i would be very happy to describe it all i can say is that it was served in a cute martini class rimmed with sugar and tasted great sadly even though it was loaded with alcohol i was not the least bit buzzed nnwe had a great time drinking laughing taking photos and people watching it is amazing to watch guys try and pick up girls at the bar this one dude was having a pretty good conversation with this one chick about an hour or so into it she decided to get up and go to the restroom 20 minutes later and she still was not back so dude went looking for her as we sat in the lounge around we could see him looking all through the casino floor guess he said something that she did not like it made for some great random conversation within out groupnnif you do not want the craziness of some bars and want to be able to hear what your friends are actually saying then this bar is definally for you,"[{'term': 'Ġarea Ġwas', 'polarity': 'neu'}, {'term': 'l ounge Ġchair Ġand', 'polarity': 'pos'}, {'term': 'Ġorders', 'polarity': 'neu'}, {'term': 'Ġmenu Ġn', 'polarity': 'neu'}, {'term': 'ini Ġclass Ġrim', 'polarity': 'pos'}]"
the newington gets the distinction of being the first scottish chippie i visited here in edinburgh not to mention the first one ive visited outside the good ole us of a the chips here were fantastic as was the batter and preparation of the fish with that in mind the taste of the fish was almost nonexistent not bad by any stretch of the imagination but i found myself sopping up as much brown sauce as i could with each bite to give the fish some flavor this may sound like a dealbreaker but the texture of that golden fried piece of cod so far surpassed any other place ive visited thus far that i have to give it four stars it was perfect i also appreciated that the filet came out of the fridge was dipped in the batter and fried after i ordered this i would guess is what separates this joint from all the others ive visited ill try to get back and order that battered deepfried half pizza the gal in front of me took out it looked like delicious death in a cardboard box i love scotland,"[{'term': 'Ġhere', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġwith', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġsauce Ġas', 'polarity': 'neu'}, {'term': 't Ġcame', 'polarity': 'neu'}]"
we really enjoyed ourselves at rsvp the place is new so the dance floor is not overly crowded the decor is very chic cute chandeliers etc crowd was good and not unruly everyone seemed to have a good time age range 2235 best of all awesome bottle service great price bottle service and no annoying lady giving the soap and the lotion in the restroom i can get my own thank you very much,"[{'term': 'Ġfloor Ġis', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'pos'}, {'term': 'andel iers Ġetc', 'polarity': 'pos'}, {'term': 'Ġservice Ġgreat', 'polarity': 'neu'}, {'term': 'Ġbottle', 'polarity': 'neu'}, {'term': 'Ġservice Ġand', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'ion Ġin', 'polarity': 'neu'}, {'term': 'Ġi', 'polarity': 'neu'}]"
best montreal bagels this place is an institution if it is your first time in montreal it is a definite go to order the regular sesame and eat it fresh from the oven melts in your mouth now that i am living in san francisco everytime i visit my parents in montreal i bring back at least two dozen and stash them in my freezer,"[{'term': 'els Ġthis', 'polarity': 'pos'}, {'term': 'esame Ġand', 'polarity': 'pos'}]"
i wish i could stay at this hotel everytime i visited vegas nnpositivesncleannnewnprettynaesthetically pleasingnsmells nicenlots of machinesnbeautiful roomnbathroom all glassnfriendly staffnnnegativesnsomeone can watch you drop a deuce unless you drop the curtain down it can be a positive if you want it to be if youre into that kind of stuffnfinancial drain on this poor students walletnnthats about all i love everything about this place whats not to love about vegas except for the hookers but theyre not that bad,"[{'term': 'nn', 'polarity': 'pos'}, {'term': 'ers Ġbut', 'polarity': 'pos'}]"
went to az with my baby over the weekend he had to stop by his home office so i chilled at the library while he went to work when he was done he texted and said be there in 20 with food i was sooooooo excited because i know that my boo dont mess around when it comes to food actually what ended up happening was we went together to get the food and yeah it wasnt ready when we got there but i know why the gentleman behind the counter had cooked everything fresh im originally from la so hole in wall places like mims are what i look for loved the bacon cheeseburger and fries theres nothin better than a house burger yall lol next time im gone try the catfish oh and the outside of the place looks sketchy but dont let that fool ya again im from la so sketchy neighborhoods etc dont bother me the food is yum d try it,"[{'term': 'Ġi', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġhad', 'polarity': 'neu'}, {'term': 'Ġchees eb urger Ġand', 'polarity': 'pos'}, {'term': 'Ġthe', 'polarity': 'pos'}, {'term': 'fish Ġoh', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'neu'}]"
everything coca colann2 floors of products drinks and giftsnlarge size with huge amount of productsngreat for kids toys and clothes availablentake your picture with the polar bearnproducts for different types of occasions birthday wedding baby holidaysnfloor 2 has a court for buying drinksntry the drinks around the world 8 2 trays of sodasntry the float variety platter 8 for 1 tray different sodas with vanilla ice creamnlots of different souvenir cups to choose fromnreasonable pricesnhuge sale sectionnmystery gift bags small 2 medium 5 large 7ngreat to take pics inside and outside with the giant bottle,"[{'term': 'nt', 'polarity': 'neu'}, {'term': 'Ġaround', 'polarity': 'neu'}, {'term': 'as nt', 'polarity': 'neu'}, {'term': 'Ġvariety Ġpl', 'polarity': 'neu'}, {'term': 'as Ġwith', 'polarity': 'neu'}, {'term': 'Ġice Ġcream nl', 'polarity': 'pos'}]"
im often stuck at 2am craving something and with bosa if its donuts i dont have to go to bed grumpy and disappointed they corner the late night market and still put forth the effort to make the donuts fantastic you can get ice cream and other treats here as well with a drive thru window for the ultra lazy,"[{'term': 'uts Ġfantastic', 'polarity': 'pos'}, {'term': 'Ġcream Ġand', 'polarity': 'pos'}, {'term': 'Ġthru Ġwindow', 'polarity': 'pos'}]"
i really love this hotel heres whynnlocal how rare is it to find a local hotel in your area okay well in az its somewhat rare and this one is local and its fantastic usually those two items dont go togethernndesign i love the retro vibe of the design its like stepping back in time but in the best way it makes me want to wear cateye glasses and drink vintage cocktails i love it nnbath products yes i know how tacky am i that im even bringing this up but cmon we all secretly judge hotels by the quality of what they have in the bathroom these icelandic wonder potions smell amazing and the soap is a sphere holy shit nothing gives me more satisfaction than rolling that around in my hands as i wash them its the small things in life really honestly when i stayed here with a friend for my birthday we literally had the same fond memory soap balls we recalled affectionately nncustomer service every employee ive ever talked to is nice and upbeat i like that especially being a local that stays here for fun every now and again nnthe pool is awesome both of them i just remembered there are two one has a cool fountain and the other ive actually sat by i love lounging out there and just checking out from life for awhile man i need a staycation,"[{'term': 'Ġand', 'polarity': 'pos'}]"
went there on a saturday night the place was full and hopping using other reviews my wife and i tried the grilled octopus on a bed of greens delicious and recommended we tried the lobster ravioli delicious and recommended and finally we shared a veal chop grilled to perfection,"[{'term': 'Ġoct opus Ġon', 'polarity': 'pos'}, {'term': 'Ġrav iol i Ġdelicious', 'polarity': 'pos'}, {'term': 'al Ġchop Ġgrilled Ġto', 'polarity': 'pos'}]"
came here for dinner tonight and was pleased with the experience happened to arrive during happy hour which is until 630 and had a lovely glass of malbec for 5 my boyfriend also was able to get a craft beer for 3 sat at the bar and the bartender was very attentive and nice got the short rib ravioli appetizer which was delicious i got the spaghetti with a huge meatball and my boyfriend got a chicken dish with veggies and mashed potatoes they also had a nice extra menu of healthier options that we both just happen to have avoided oops but a good option nonetheless both entrees came with salads house dressing was a vinaigrette that was pretty tasty i would recommend this for a good off the strip option,"[{'term': 'Ġbeer Ġfor', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġrib Ġrav iol i Ġappet izer Ġwhich', 'polarity': 'pos'}, {'term': 'Ġwith', 'polarity': 'pos'}, {'term': 'ball Ġand', 'polarity': 'pos'}, {'term': 'Ġdish Ġwith Ġveggies Ġand', 'polarity': 'pos'}, {'term': 'Ġpotatoes Ġthey', 'polarity': 'pos'}, {'term': 'Ġof', 'polarity': 'pos'}, {'term': 'rees Ġcame', 'polarity': 'pos'}, {'term': 'Ġhouse Ġdressing Ġwas', 'polarity': 'pos'}, {'term': 'ina ig rette Ġthat', 'polarity': 'pos'}, {'term': 'Ġoption', 'polarity': 'neu'}]"
it really is the best mexican food in las vegas the atmosphere is quaint the service is friendly and the food is phenomenalbeen searching for the best mexican spot and i think we found it the food had large portions and the live band was cool the pricing is affordable and although our waiter was useless the bus boy was great we are new yorkers so we know good service tableside guacamole is the best peach margaritas come with real peach slices its the best snack place fish tacos werent life changing thoughtableside guacamole that is so good ceviche was one of the best i have had i thought the food was all good equivalent to lindo michoacan the service was friendlybonito michoacan really is a diamond in the rough out here on the west side it may not seem special on the outside but the food inside is worth the drivethe enchiladas here actually do have taste the chile relleno is also a good choice i could even tell the salsa was homemadeits good mexican comfort food here and the food shouldnt be disappointinggreat mexican place good service homemade tortillas freh table side guacamole good music good margatitas i am very pickey when it comes to mexican food due to being of mexican decent and enjoy finding the real thing bonito michoacan is the real thinglove the food atmosphere and the people its a great place to eat or just go and have their delicious margaritas,"[{'term': 'x ican Ġfood Ġin', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'pos'}, {'term': 'x ican Ġspot', 'polarity': 'pos'}, {'term': 'Ġhad', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'pos'}, {'term': 'Ġband Ġwas', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġboy Ġwas', 'polarity': 'pos'}, {'term': 'Ġtables', 'polarity': 'pos'}, {'term': 'ide Ġgu', 'polarity': 'pos'}, {'term': 'ac am ole Ġis', 'polarity': 'pos'}, {'term': 'Ġmarg ar itas Ġcome', 'polarity': 'pos'}, {'term': 'Ġslices Ġits', 'polarity': 'pos'}, {'term': 'Ġplace Ġfish', 'polarity': 'pos'}, {'term': 'Ġtacos Ġwere', 'polarity': 'pos'}, {'term': 'ac am ole Ġthat', 'polarity': 'pos'}, {'term': 'ev iche Ġwas', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġinside', 'polarity': 'pos'}, {'term': 'ch il adas Ġhere', 'polarity': 'pos'}, {'term': 'ile Ġre ll eno Ġis', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġfood Ġhere', 'polarity': 'pos'}, {'term': 'Ġshould', 'polarity': 'pos'}, {'term': 'Ġhomemade', 'polarity': 'pos'}, {'term': 'illas Ġfre', 'polarity': 'pos'}, {'term': 'Ġside Ġgu', 'polarity': 'pos'}, {'term': 'ac am ole Ġgood', 'polarity': 'pos'}, {'term': 'Ġgood', 'polarity': 'pos'}, {'term': 'at itas Ġi', 'polarity': 'pos'}, {'term': 'Ġatmosphere Ġand', 'polarity': 'pos'}, {'term': 'Ġits', 'polarity': 'pos'}, {'term': 'ar itas', 'polarity': 'pos'}]"
45 stars my little family dined at viva chicken last evening on the recommendation of a coworker im so happy we did i just looked up the reviews while enjoying the leftovers and was surprised to see so few reviews so far though i know they just opened recently we had a great experience the people at the counter happily answered questions about the menu and were very accommodating theyre still working on a kids menu my husband tried the 14 chicken with fries and beans and i tried the arroz chaufa both of which were delicious great flavors we thought the prices were very reasonable and serving sizes generous enough for a full lunch for me today still yummy it took a little while for our food to come out not compared to a sit down restaurant but perhaps for a counterstyle place but we were still very pleased with the friendly service throughout our meal stopped by a few times to check in to see if we needed anything and to clear items from our table easy and free parking in the lot across the street well be back,"[{'term': 'overs Ġand', 'polarity': 'neu'}, {'term': 'Ġat', 'polarity': 'neu'}, {'term': 'Ġhappily', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġmy', 'polarity': 'neu'}, {'term': 'Ġwith Ġfries Ġand', 'polarity': 'pos'}, {'term': 'ro z Ġchau fa Ġboth', 'polarity': 'pos'}, {'term': 'Ġwere', 'polarity': 'pos'}, {'term': 'Ġsizes', 'polarity': 'pos'}, {'term': 'Ġfor', 'polarity': 'neu'}, {'term': 'Ġto', 'polarity': 'neu'}, {'term': 'Ġthroughout', 'polarity': 'neu'}, {'term': 'Ġeasy', 'polarity': 'neu'}]"
first thing you notice when walking into sage is how beautiful the space is its divided into two sections with a nice barlounge up front and the main dining room in the back we were seated in the main dining room it was very nice relaxing nnas i looked over the beer wine list it reminded me of rosemarys then i remembered reading on another food blog that the sommelier mike shelter left rosemarys to work at sage from my experiences at rosemarys mike does a great job with the beerwine pairingsnneven though the beer list looked superb we ended up with a nice bottle of german riesling with our dinner we placed our orders were brought an amuse bouche warm bread the bread olive with house whipped butter sea salt was very goodnnfor apps we shared the yellowtail crudo black blue tuna and roasted sweetbreads the yellowtail was good not great raku is spoiled me we really enjoyed the bluefin tuna and i loved the sweetbreadsnnfor mains we had the scallops gnocchi both were very good the scallops had a nice salted caramel sauce the gnocchi were light just melted in your mouth nnfor dessert we shared canelles de bordeaux nice french press coffee the canelles were good but the crust was a bit too toughnnoverall a very good experience we will be back maybe we will try the six course tasting menu that they offered whole table has to get it,"[{'term': 'l ounge Ġup', 'polarity': 'pos'}, {'term': 'Ġwine Ġlist Ġit', 'polarity': 'pos'}, {'term': 'ommel ier Ġm', 'polarity': 'neu'}, {'term': 'wine Ġpair ings n', 'polarity': 'pos'}, {'term': 'Ġlist Ġlooked', 'polarity': 'pos'}, {'term': 'erman Ġr ies ling Ġwith', 'polarity': 'pos'}, {'term': 'Ġwe', 'polarity': 'neu'}, {'term': 'Ġbou che Ġwarm Ġbread Ġthe', 'polarity': 'pos'}, {'term': 'Ġolive Ġwith Ġhouse Ġwhipped Ġbutter Ġsea Ġsalt Ġwas', 'polarity': 'pos'}, {'term': 'tail Ġcr udo Ġblack Ġblue Ġtuna Ġand', 'polarity': 'pos'}, {'term': 'tail Ġwas', 'polarity': 'pos'}, {'term': 'fin Ġtuna Ġand', 'polarity': 'pos'}, {'term': 'bread sn', 'polarity': 'pos'}, {'term': 'all ops Ġgn oc chi Ġboth', 'polarity': 'pos'}, {'term': 'all ops Ġhad', 'polarity': 'pos'}, {'term': 'ted Ġcaramel Ġsauce Ġthe', 'polarity': 'pos'}, {'term': 'oc chi Ġwere', 'polarity': 'pos'}, {'term': 'ell es Ġde Ġb orde aux Ġnice', 'polarity': 'pos'}, {'term': 'Ġpress Ġcoffee Ġthe', 'polarity': 'pos'}, {'term': 'ell es Ġwere', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'neu'}]"
jds automotive has been my preferred mechanic for several years ive went to other shops due to convenience and always end right back at jeffs shop ive referred many friends to him and all of them are now regular customers highly recommend honest mechanics are hard to find but i assure you jeff and crew will take care of you and your vehicle,[]
im in love great dishes made with fresh ingredients quickly small unassuming place with very attentive staff plus a 7 is an 11 at a lesser place must come back,"[{'term': 'Ġmade', 'polarity': 'neu'}, {'term': 'Ġplus', 'polarity': 'pos'}]"
i love this place ive been going here for years excellent customer service and excellent prices they always have water for their customers and yummy candy treats the staff is always so pleasant and kind nmy favorite guy is the older asian gentleman vy he gives the best massages i just want to doze off when he massages my feet nnalso the location is convenient the facility is very clean and sanitary,"[{'term': 'Ġservice Ġand', 'polarity': 'pos'}, {'term': 'Ġthey', 'polarity': 'pos'}, {'term': 'Ġtreats Ġthe', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'pos'}]"
our excellent waiter dan took care of us for dinner on december 7th my mothers ny strip turned out great my super large shrimps cocktail had an amazingly strong atomic horse radish on the side and the recommended butter cake was amazing not one morsal remained,"[{'term': 'Ġdan', 'polarity': 'pos'}, {'term': 'Ġon', 'polarity': 'neu'}, {'term': 'rim ps Ġcocktail Ġhad', 'polarity': 'pos'}, {'term': 'Ġcake Ġwas', 'polarity': 'pos'}]"
this is a new location of sprint the friendly and professional staff welcome you to stop in and take a look around dont be shy they want to hook you up with a very cool phone and just in time for summernso i have not been able to check in like i often do oh ok more than i often do on yelp because my phone is all jacked up so off to the sprint doctors i went to let them see after my sick htc lte baby that i have named shay so what i named my phone shes my baby dont judge me nanyway i walked in with more than just general complaints about how my very sick phone is acting up and doping calls and not allowing me to use my keybord and ect and shes also doing this random freezing up that is more than just a headache because i often play candy crush when im not busy yelping anyway the staff are so trustworthy and professional i have nicknamed them sprint doctors because they give you their full attention and their attention to details are very much so on point it seems that sprint has hand picked the best of the best to work at this location from the door opening and you placing your foot inside you see smiling faces who are ready and willing to help you and your baby i mean phone god i love knowledgeable employees n rather its a update or just buying a phone case to starting you with a new phone and or upgrading your phone to a more pretty mo better phone at this sprint they got your back i promise you will leave more happy than that camel on the hump day tv commercial i know everyone wants to know what was wrong with my babyphone so she has some software issues and the good doctors at sprint went out of their way to make my life more easy they ordered a replacement phone for me and i can come in wednesday and pick the new phone up the employees at this sprint location at very intelligent and kind and we people from yelp love this,"[{'term': 'Ġwelcome', 'polarity': 'pos'}, {'term': 'Ġare', 'polarity': 'neu'}]"
i contacted them after being very disappointed in the product i spoke to kathy the manager and she was very help they reordered my glasses i got exactly what i expected on the second visit i am pleased with the out come and happy they stand behind what i was told on initial visit thanks,"[{'term': 'Ġi', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}]"
did you say 5 don julio shotsn 4 margaritas you can bet your that anytime you come here you will hear this to me that is music to my ears why oh because i love tequila just no gold tequila unless its in a margarita thats okay nnnow if you are already feeling it from prior drinks elsewhere and are looking to eat this is a place to come when you have friends with you to sit upstairs and take it easy and knock some more drinks back because during the time you wait depending on your waitress you might have to wait a bit you might not now when my friend and i went on friday we werent concerned really on how long it took between things until we wanted to pay for our tab apparently the waitress was down stairs serving as well we easily could have ditched our tab in which my friend was saying we should do but since it was friday the 13th i felt like we would get bad juju for something like that so we had to search high and low for this waitress of ours and told another waitress we needed to leave right now and had to get our waitress then she came running when you are working multiple tables on multiple levels i dont expect prompt service on a friday night just a good place to come for drinks really because the mac and cheese burrito is okay at best nothing spectacular just better drunk food then filibertos nonsense,"[{'term': 'ar itas Ġyou', 'polarity': 'pos'}, {'term': 'Ġon', 'polarity': 'neu'}, {'term': 'Ġand Ġcheese Ġbur rito Ġis', 'polarity': 'pos'}, {'term': 'Ġthen', 'polarity': 'neu'}]"
think chipotle meets papa johns nnit was good i like that they can keep up for a busy lunch hour and give their patrons plenty of time to relax and enjoy a pizza before returning to work how often do you you get to enjoy a pizza on your lunch break how often would you like a pizza on your lunch break you could go up the street and get a slice of barros how long has it been rotating in their at the dannys carwash for a couple bucks or you could get made to order pizza here ill be back,"[{'term': 'a Ġjohn', 'polarity': 'pos'}, {'term': 'Ġbefore', 'polarity': 'neu'}, {'term': 'Ġon', 'polarity': 'pos'}, {'term': 'Ġof Ġbar', 'polarity': 'neu'}, {'term': 'ros Ġhow', 'polarity': 'pos'}]"
gluten free waffles deserve an award i have celiacs and i havent had a waffle in years thank you for making my birthday breakfast amazing highly recommend this place,"[{'term': 'affles Ġdeserve', 'polarity': 'pos'}, {'term': 'affle Ġin', 'polarity': 'pos'}, {'term': 'Ġamazing', 'polarity': 'neu'}]"
best salad ever best croutons on the planet bread is to die for not the best service,"[{'term': 'Ġever', 'polarity': 'pos'}, {'term': 'out ons Ġon', 'polarity': 'pos'}]"
this walgreens is pretty dang cool,"[{'term': 'g reens Ġis', 'polarity': 'pos'}]"
omg by far the best pastries and bread i have ever had people in montreal are so lucky to have this wonderful bakery place definitely must give this a try if you are in town you will not regret it the pastries just melt in your mouth i love this place,"[{'term': 'ries Ġand', 'polarity': 'pos'}, {'term': 'Ġi', 'polarity': 'pos'}, {'term': 'ries Ġjust', 'polarity': 'pos'}]"
this place came highly recommended by my friends we live in the neighborhood so we gave it a trynnthe staff excellent extremely friendly staff and the owners are wonderfulnnthe atmosphere warm and welcomingnnthe food outstanding we had calamari the best ever fish tacos big and tasty shrimp cocktail my daughter loved it and the burger for my son his favorite the best of all the cajun style shrimp boil awesomenni called earlier in the night to inquire about the reverse happy hour and the server remembered my namennclass place class staff and world class foodnna,"[{'term': 'Ġexcellent', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'pos'}, {'term': 'Ġare', 'polarity': 'pos'}, {'term': 'Ġwarm', 'polarity': 'pos'}, {'term': 'Ġoutstanding', 'polarity': 'pos'}, {'term': 'Ġtacos Ġbig', 'polarity': 'pos'}, {'term': 'Ġcocktail Ġmy', 'polarity': 'pos'}, {'term': 'Ġfor', 'polarity': 'pos'}, {'term': 'aj un Ġstyle Ġshrimp', 'polarity': 'pos'}, {'term': 'Ġboil Ġaw', 'polarity': 'pos'}, {'term': 'Ġremembered', 'polarity': 'pos'}, {'term': 'Ġclass', 'polarity': 'pos'}, {'term': 'n', 'polarity': 'pos'}]"
papi queso is one of my favorite gourmet food trucks i have had three of their sandwiches to date and i like each one better than the next today it was the jack turkey roasted turkey pepper jack shaved red onion banana peppers and basil with a side of their kickass tomato soup its the perfect lunch yum the only sandwich i didnt love was the pig mac but that is only because i dont care for smoked meat but seriously mac n cheese on a grilled cheese again yum,"[{'term': 'Ġtrucks', 'polarity': 'pos'}, {'term': 'Ġto', 'polarity': 'pos'}, {'term': 'Ġturkey Ġroasted Ġturkey Ġpepper Ġjack Ġshaved Ġred Ġonion Ġbanana Ġpeppers Ġand', 'polarity': 'pos'}, {'term': 'Ġi', 'polarity': 'pos'}, {'term': 'Ġmac Ġbut', 'polarity': 'pos'}, {'term': 'Ġcheese Ġagain', 'polarity': 'pos'}]"
what a great little shop with great customer service ni had a bad experience at another jeweler and came to rare lion jewelry for a second option and i am very glad i did even though i wasnt purchasing anything the lady behind the counter took the time to give me advice about a ring sizing issue i was having its nice to find someone who will take the time to help you at no benefit to themselves,"[{'term': 'Ġservice Ġni', 'polarity': 'neu'}, {'term': 'Ġtook', 'polarity': 'neu'}, {'term': 'Ġsizing', 'polarity': 'neu'}]"
great environmentservice also very goodfood was okhad mussels salad nicely dressed meatballs really dense for veal and penne vodka sauce more meaty not real creamy if a good romantic spot is more important than slightly above average food this is your spot we ll be back,"[{'term': 'sels Ġsalad Ġnicely', 'polarity': 'pos'}, {'term': 'balls Ġreally', 'polarity': 'pos'}, {'term': 'al Ġand', 'polarity': 'pos'}, {'term': 'ne Ġvodka Ġsauce Ġmore', 'polarity': 'pos'}, {'term': 'Ġthis', 'polarity': 'neu'}]"
ive been here a few times and the food has been wonderful ive only gotten the deepfried cod with fries but its always delicious with tasty tartar and coleslaw on the side nnonly thing keeping me from making this a fivestar review is that its served a little cold could be hotter from the getgo,"[{'term': 'Ġhas', 'polarity': 'pos'}, {'term': 'fried Ġcod Ġwith', 'polarity': 'pos'}, {'term': 'ar Ġand', 'polarity': 'pos'}, {'term': 'es law Ġon', 'polarity': 'pos'}]"
